index,title,slug,tags,difficulty,related_questions
2157,Smallest K-Length Subsequence With Occurrences of a Letter,smallest-k-length-subsequence-with-occurrences-of-a-letter,"String,Stack,Greedy,Monotonic Stack",Hard,316
2158,The Number of Seniors and Juniors to Join the Company II,the-number-of-seniors-and-juniors-to-join-the-company-ii,Database,Hard,"1327,2152"
2159,Two Out of Three,two-out-of-three,"Array,Hash Table",Easy,
2160,Minimum Operations to Make a Uni-Value Grid,minimum-operations-to-make-a-uni-value-grid,"Array,Math,Sorting,Matrix",Medium,462
2161,Stock Price Fluctuation ,stock-price-fluctuation,"Hash Table,Design,Heap (Priority Queue),Data Stream,Ordered Set",Medium,1023
2162,Partition Array Into Two Arrays to Minimize Sum Difference,partition-array-into-two-arrays-to-minimize-sum-difference,"Array,Two Pointers,Binary Search,Dynamic Programming,Bit Manipulation,Ordered Set,Bitmask",Hard,"416,823,993,1130,1881"
2163,Kth Distinct String in an Array,kth-distinct-string-in-an-array,"Array,Hash Table,String,Counting",Easy,2190
2164,Two Best Non-Overlapping Events,two-best-non-overlapping-events,"Array,Binary Search,Dynamic Programming,Sorting,Heap (Priority Queue)",Medium,"1352,1851"
2165,Plates Between Candles,plates-between-candles,"Array,String,Binary Search,Prefix Sum",Medium,"34,1281"
2166,Number of Valid Move Combinations On Chessboard,number-of-valid-move-combinations-on-chessboard,"Array,String,Backtracking,Simulation",Hard,
2167,Number of Accounts That Did Not Stream,number-of-accounts-that-did-not-stream,Database,Medium,
2168,Check if Numbers Are Ascending in a Sentence,check-if-numbers-are-ascending-in-a-sentence,String,Easy,"8,1970,2243"
2169,Simple Bank System,simple-bank-system,"Array,Hash Table,Design,Simulation",Medium,
2170,Count Number of Maximum Bitwise-OR Subsets,count-number-of-maximum-bitwise-or-subsets,"Array,Backtracking,Bit Manipulation",Medium,78
2171,Second Minimum Time to Reach Destination,second-minimum-time-to-reach-destination,"Breadth-First Search,Graph,Shortest Path",Hard,"744,1456,2090"
2172,Low-Quality Problems,low-quality-problems,Database,Easy,
2173,Number of Valid Words in a Sentence,number-of-valid-words-in-a-sentence,String,Easy,2219
2174,Next Greater Numerically Balanced Number,next-greater-numerically-balanced-number,"Math,Backtracking,Enumeration",Medium,
2175,Count Nodes With the Highest Score,count-nodes-with-the-highest-score,"Array,Tree,Depth-First Search,Binary Tree",Medium,"863,1207,1465"
2176,Parallel Courses III,parallel-courses-iii,"Dynamic Programming,Graph,Topological Sort",Hard,"630,1101,1962,2012,2246"
2177,Check Whether Two Strings are Almost Equivalent,check-whether-two-strings-are-almost-equivalent,"Hash Table,String,Counting",Easy,
2178,Walking Robot Simulation II,walking-robot-simulation-ii,"Design,Simulation",Medium,906
2179,Most Beautiful Item for Each Query,most-beautiful-item-for-each-query,"Array,Binary Search,Sorting",Medium,1957
2180,Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign,"Array,Binary Search,Greedy,Queue,Sorting,Monotonic Queue",Hard,"853,2263"
2181,Smallest Index With Equal Value,smallest-index-with-equal-value,Array,Easy,
2182,Find the Minimum and Maximum Number of Nodes Between Critical Points,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Linked List,Medium,
2183,Minimum Operations to Convert Number,minimum-operations-to-convert-number,"Array,Breadth-First Search",Medium,1776
2184,Check if an Original String Exists Given Two Encoded Strings,check-if-an-original-string-exists-given-two-encoded-strings,"String,Dynamic Programming",Hard,"408,1781"
2185,Accepted Candidates From the Interviews,accepted-candidates-from-the-interviews,Database,Medium,
2186,Count Vowel Substrings of a String,count-vowel-substrings-of-a-string,"Hash Table,String",Easy,"808,1034,1636,1967"
2187,Vowels of All Substrings,vowels-of-all-substrings,"Math,String,Dynamic Programming,Combinatorics",Medium,1460
2188,Minimized Maximum of Products Distributed to Any Store,minimized-maximum-of-products-distributed-to-any-store,"Array,Binary Search",Medium,"907,1056,1335,1408,1675,1886,2294"
2189,Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph,"Array,Backtracking,Graph",Hard,"741,2040"
2190,Count Common Words With One Occurrence,count-common-words-with-one-occurrence,"Array,Hash Table,String,Counting",Easy,"349,920,2163"
2191,Minimum Number of Buckets Required to Collect Rainwater from Houses,minimum-number-of-buckets-required-to-collect-rainwater-from-houses,"String,Dynamic Programming,Greedy",Medium,"1979,2075"
2192,Minimum Cost Homecoming of a Robot in a Grid,minimum-cost-homecoming-of-a-robot-in-a-grid,"Array,Greedy,Matrix",Medium,"62,64,361,1402"
2193,Count Fertile Pyramids in a Land,count-fertile-pyramids-in-a-land,"Array,Dynamic Programming,Matrix",Hard,"1402,1990"
2194,The Category of Each Member in the Store,the-category-of-each-member-in-the-store,Database,Medium,
2195,Time Needed to Buy Tickets,time-needed-to-buy-tickets,"Array,Queue,Simulation",Easy,1802
2196,Reverse Nodes in Even Length Groups,reverse-nodes-in-even-length-groups,Linked List,Medium,"25,206"
2197,Decode the Slanted Ciphertext,decode-the-slanted-ciphertext,"String,Simulation",Medium,498
2198,Process Restricted Friend Requests,process-restricted-friend-requests,"Union Find,Graph",Hard,"305,1308,2246"
2199,Two Furthest Houses With Different Colors,two-furthest-houses-with-different-colors,"Array,Greedy",Easy,"1231,1984,2144"
2200,Stamping the Grid,stamping-the-grid,"Array,Greedy,Matrix,Prefix Sum",Hard,"221,361,1242"
2201,Valid Arrangement of Pairs,valid-arrangement-of-pairs,"Depth-First Search,Graph,Eulerian Circuit",Hard,"332,2121"
2202,Sum of k-Mirror Numbers,sum-of-k-mirror-numbers,"Math,Enumeration",Hard,"247,897"
2203,Number of Spaces Cleaning Robot Cleaned,number-of-spaces-cleaning-robot-cleaned,"Array,Matrix,Simulation",Medium,865
2204,Find Subsequence of Length K With the Largest Sum,find-subsequence-of-length-k-with-the-largest-sum,"Array,Hash Table,Sorting,Heap (Priority Queue)",Easy,"215,1047,1458,2267"
2205,Find Good Days to Rob the Bank,find-good-days-to-rob-the-bank,"Array,Dynamic Programming,Prefix Sum",Medium,"665,875,1185,1927"
2206,Detonate the Maximum Bombs,detonate-the-maximum-bombs,"Array,Math,Depth-First Search,Breadth-First Search,Graph,Geometry",Medium,"529,547,695,1036"
2207,Sequentially Ordinal Rank Tracker,sequentially-ordinal-rank-tracker,"Design,Heap (Priority Queue),Data Stream,Ordered Set",Hard,"295,789,1953"
2208,Account Balance,account-balance,Database,Medium,
2209,Number of Equal Count Substrings,number-of-equal-count-substrings,"String,Counting,Prefix Sum",Medium,"3,395,2303"
2210,Find Target Indices After Sorting Array,find-target-indices-after-sorting-array,"Array,Binary Search,Sorting",Easy,"34,1256"
2211,K Radius Subarray Averages,k-radius-subarray-averages,"Array,Sliding Window",Medium,"209,346,560,643,1445"
2212,Removing Minimum and Maximum From Array,removing-minimum-and-maximum-from-array,"Array,Greedy",Medium,"1538,1770"
2213,Find All People With Secret,find-all-people-with-secret,"Depth-First Search,Breadth-First Search,Union Find,Graph,Sorting",Hard,918
2214,The Winner University,the-winner-university,Database,Easy,2223
2215,Finding 3-Digit Even Numbers,finding-3-digit-even-numbers,"Array,Hash Table,Sorting,Enumeration",Easy,1421
2216,Delete the Middle Node of a Linked List,delete-the-middle-node-of-a-linked-list,"Linked List,Two Pointers",Medium,"19,143,203,908"
2217,Step-By-Step Directions From a Binary Tree Node to Another,step-by-step-directions-from-a-binary-tree-node-to-another,"String,Tree,Depth-First Search,Binary Tree",Medium,"113,236,257,1883"
2218,Paths in Maze That Lead to Same Room,paths-in-maze-that-lead-to-same-room,Graph,Medium,"323,918,1347,2121"
2219,Maximum Number of Words Found in Sentences,maximum-number-of-words-found-in-sentences,"Array,String",Easy,2173
2220,Find All Possible Recipes from Given Supplies,find-all-possible-recipes-from-given-supplies,"Array,Hash Table,String,Graph,Topological Sort",Medium,"210,1830"
2221,Check if a Parentheses String Can Be Valid,check-if-a-parentheses-string-can-be-valid,"String,Stack,Greedy",Medium,"20,22,678,1371"
2222,Abbreviating the Product of a Range,abbreviating-the-product-of-a-range,Math,Hard,172
2223,The Number of Rich Customers,the-number-of-rich-customers,Database,Easy,2214
2224,Drop Type 1 Orders for Customers With Type 0 Orders,drop-type-1-orders-for-customers-with-type-0-orders,Database,Medium,
2225,Substrings That Begin and End With the Same Letter,substrings-that-begin-and-end-with-the-same-letter,"Hash Table,Math,String,Counting,Prefix Sum",Medium,"1635,1890,2036,2303"
2226,Rings and Rods,rings-and-rods,"Hash Table,String",Easy,2053
2227,Sum of Subarray Ranges,sum-of-subarray-ranges,"Array,Stack,Monotonic Stack",Medium,"496,943,1305,1885"
2228,Watering Plants II,watering-plants-ii,"Array,Two Pointers,Simulation",Medium,1310
2229,Maximum Fruits Harvested After at Most K Steps,maximum-fruits-harvested-after-at-most-k-steps,"Array,Binary Search,Sliding Window,Prefix Sum",Hard,1499
2230,Minimum Cost to Reach City With Discounts,minimum-cost-to-reach-city-with-discounts,"Graph,Shortest Path",Medium,"803,1100,2040"
2231,Find First Palindromic String in the Array,find-first-palindromic-string-in-the-array,"Array,Two Pointers,String",Easy,125
2232,Adding Spaces to a String,adding-spaces-to-a-string,"Array,String,Simulation",Medium,
2233,Number of Smooth Descent Periods of a Stock,number-of-smooth-descent-periods-of-a-stock,"Array,Math,Dynamic Programming",Medium,"713,1061"
2234,Minimum Operations to Make the Array K-Increasing,minimum-operations-to-make-the-array-k-increasing,"Array,Binary Search",Hard,"300,819"
2235,Capitalize the Title,capitalize-the-title,String,Easy,"520,742"
2236,Maximum Twin Sum of a Linked List,maximum-twin-sum-of-a-linked-list,"Linked List,Two Pointers,Stack",Medium,"206,234,908"
2237,Longest Palindrome by Concatenating Two Letter Words,longest-palindrome-by-concatenating-two-letter-words,"Array,Hash Table,String,Greedy,Counting",Medium,"336,409"
2238,A Number After a Double Reversal,a-number-after-a-double-reversal,Math,Easy,"7,190"
2239,Execution of All Suffix Instructions Staying in a Grid,execution-of-all-suffix-instructions-staying-in-a-grid,"String,Simulation",Medium,"576,657"
2240,Intervals Between Identical Elements,intervals-between-identical-elements,"Array,Hash Table,Prefix Sum",Medium,523
2241,Recover the Original Array,recover-the-original-array,"Array,Hash Table,Sorting,Enumeration",Hard,"2109,2117"
2242,Subsequence of Size K With the Largest Even Sum,subsequence-of-size-k-with-the-largest-even-sum,"Array,Greedy,Sorting",Medium,"410,1121,1631"
2243,Check if All A's Appears Before All B's,check-if-all-as-appears-before-all-bs,String,Easy,"1756,1878,2168"
2244,Number of Laser Beams in a Bank,number-of-laser-beams-in-a-bank,"Array,Math,String,Matrix",Medium,73
2245,Destroying Asteroids,destroying-asteroids,"Array,Greedy,Sorting",Medium,735
2246,Maximum Employees to Be Invited to a Meeting,maximum-employees-to-be-invited-to-a-meeting,"Depth-First Search,Graph,Topological Sort",Hard,"684,2176,2198"
2247,Number of Unique Flavors After Sharing K Candies,number-of-unique-flavors-after-sharing-k-candies,"Array,Hash Table,Sliding Window",Medium,"546,1034"
2248,Minimum Cost of Buying Candies With Discount,minimum-cost-of-buying-candies-with-discount,"Array,Greedy,Sorting",Easy,"561,1306"
2249,Count the Hidden Sequences,count-the-hidden-sequences,"Array,Prefix Sum",Medium,
2250,K Highest Ranked Items Within a Price Range,k-highest-ranked-items-within-a-price-range,"Array,Breadth-First Search,Sorting,Heap (Priority Queue),Matrix",Medium,"215,1117"
2251,Number of Ways to Divide a Long Corridor,number-of-ways-to-divide-a-long-corridor,"Math,String,Dynamic Programming",Hard,"639,1669,1831"
2252,The Airport With the Most Traffic,the-airport-with-the-most-traffic,Database,Medium,
2253,Build the Equation,build-the-equation,Database,Hard,
2254,Check if Every Row and Column Contains All Numbers,check-if-every-row-and-column-contains-all-numbers,"Array,Hash Table,Matrix",Easy,"36,1677"
2255,Minimum Swaps to Group All 1's Together II,minimum-swaps-to-group-all-1s-together-ii,"Array,Sliding Window",Medium,1107
2256,Count Words Obtained After Adding a Letter,count-words-obtained-after-adding-a-letter,"Array,Hash Table,String,Bit Manipulation,Sorting",Medium,"1697,1743,1818"
2257,Earliest Possible Day of Full Bloom,earliest-possible-day-of-full-bloom,"Array,Greedy,Sorting",Hard,1605
2258,Elements in Array After Removing and Replacing Elements,elements-in-array-after-removing-and-replacing-elements,Array,Medium,
2259,Minimum Operations to Remove Adjacent Ones in Matrix,minimum-operations-to-remove-adjacent-ones-in-matrix,"Array,Graph,Matrix",Hard,"73,542,1409,2268"
2260,Divide a String Into Groups of Size k,divide-a-string-into-groups-of-size-k,"String,Simulation",Easy,"68,857"
2261,All Divisions With the Highest Score of a Binary Array,all-divisions-with-the-highest-score-of-a-binary-array,Array,Medium,"474,487,510,561,1422"
2262,Solving Questions With Brainpower,solving-questions-with-brainpower,"Array,Dynamic Programming",Medium,"198,403"
2263,Maximum Running Time of N Computers,maximum-running-time-of-n-computers,"Array,Binary Search,Greedy,Sorting",Hard,"453,1771,2180,2294"
2264,Minimum Sum of Four Digit Number After Splitting Digits,minimum-sum-of-four-digit-number-after-splitting-digits,"Math,Greedy,Sorting",Easy,258
2265,Partition Array According to Given Pivot,partition-array-according-to-given-pivot,"Array,Two Pointers,Simulation",Medium,"86,2271"
2266,Minimum Cost to Set Cooking Time,minimum-cost-to-set-cooking-time,"Math,Enumeration",Medium,539
2267,Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,"Array,Dynamic Programming,Heap (Priority Queue)",Hard,"238,2204"
2268,Remove All Ones With Row and Column Flips,remove-all-ones-with-row-and-column-flips,"Array,Math,Bit Manipulation,Matrix",Medium,"891,1409,2259,2314"
2269,Count Elements With Strictly Smaller and Greater Elements ,count-elements-with-strictly-smaller-and-greater-elements,"Array,Sorting",Easy,745
2270,Find All Lonely Numbers in the Array,find-all-lonely-numbers-in-the-array,"Array,Hash Table,Counting",Medium,1966
2271,Rearrange Array Elements by Sign,rearrange-array-elements-by-sign,"Array,Two Pointers,Simulation",Medium,"376,958,2265,2327"
2272,Maximum Good People Based on Statements,maximum-good-people-based-on-statements,"Array,Backtracking,Bit Manipulation,Enumeration",Hard,1381
2273,Pour Water Between Buckets to Make Water Levels Equal,pour-water-between-buckets-to-make-water-levels-equal,"Array,Binary Search",Medium,"33,162,453"
2274,Keep Multiplying Found Values by Two,keep-multiplying-found-values-by-two,"Array,Hash Table,Sorting,Simulation",Easy,"748,1468"
2275,Find Substring With Given Hash Value,find-substring-with-given-hash-value,"String,Sliding Window,Rolling Hash,Hash Function",Hard,1244
2276,Groups of Strings,groups-of-strings,"String,Bit Manipulation,Union Find",Hard,"126,869,989"
2277,Count Equal and Divisible Pairs in an Array,count-equal-and-divisible-pairs-in-an-array,Array,Easy,2116
2278,Find Three Consecutive Integers That Sum to a Given Number,find-three-consecutive-integers-that-sum-to-a-given-number,"Math,Simulation",Medium,128
2279,Maximum Split of Positive Even Integers,maximum-split-of-positive-even-integers,"Math,Greedy",Medium,
2280,Count Good Triplets in an Array,count-good-triplets-in-an-array,"Array,Binary Search,Divide and Conquer,Binary Indexed Tree,Segment Tree,Merge Sort,Ordered Set",Hard,"315,334,1772"
